user_id,age,gender,steps,calories_burned,sleep_hours,workout_duration_minutes,water_intake_liters,mood
1540,59,Male,18105,900,9.8,81,2.41,Neutral
1035,43,Male,15870,784.3,4.4,37,3.54,Neutral
1524,43,Female,2154,345.3,6.1,29,1.53,Neutral
1159,40,Female,17029,862.8,5.9,55,1.93,Tired
1838,30,Male,8167,573,6.1,21,2.35,Happy
1698,45,Male,1016,167.6,3.8,79,1.92,Neutral
1242,26,Male,8097,486.2,8.9,0,2.21,Neutral
1085,37,Female,14165,785.2,9,51,3.76,Neutral
1795,36,Female,19616,900,7.9,88,2.29,Tired
1577,56,Female,12654,729,5,70,2.79,Neutral
1681,29,Male,18830,900,7.4,86,1.34,Happy
1556,32,Male,17205,900,8.3,86,1.73,Happy
1573,48,Female,10657,653.3,7.6,87,3.15,Tired
1952,31,Male,12959,696.7,6.9,75,3.67,Tired
1645,28,Female,12819,693.1,9.1,33,2.65,Tired
1795,43,Male,4083,423.5,5.9,35,2.29,Happy
1027,59,Male,10735,553,6.7,0,2.85,Tired
1619,44,Male,7952,546,7.9,0,0.68,Tired
1555,28,Male,15637,769.7,7.5,32,2.66,Happy
1339,55,Female,10463,674,7.8,0,1.77,Neutral
1797,51,Male,6391,434,7.8,45,3.06,Tired
1957,36,Female,15468,845,7.8,32,0.97,Neutral
1330,23,Female,16091,845.5,6.5,87,2.06,Neutral
1639,55,Female,15964,769.2,6,52,2.47,Neutral
1505,59,Male,9964,630.6,7.2,0,1.97,Neutral
1347,45,Female,8914,520.5,9.3,36,2.24,Tired
1472,18,Female,15476,859.1,7,25,3.13,Tired
1230,52,Female,17866,864.5,7.9,0,2.48,Tired
1189,57,Male,8437,549.6,7.2,52,1.85,Happy
1224,25,Male,12371,696.8,10,73,3.16,Happy
1384,24,Female,10773,600.8,6.8,35,2.68,Neutral
1376,28,Male,6203,517.1,7.9,65,2.7,Happy
1282,56,Female,16430,858.9,5.9,43,1.88,Neutral
1957,21,Female,13462,717.4,5.3,24,0.72,Neutral
1632,42,Male,10033,616.3,7,86,1.87,Tired
1627,29,Female,19256,897.5,8.8,69,1.79,Tired
1972,43,Male,16754,900,8,60,2.07,Happy
1744,55,Male,4320,318.5,3.9,0,1.91,Tired
1258,29,Female,15979,866.7,8.1,0,2.58,Happy
1358,54,Male,3728,352.2,4.7,0,3.12,Tired
1709,41,Male,18338,900,8.3,0,3.25,Tired
1455,33,Female,2595,312.7,7.8,69,3.09,Happy
1410,30,Female,3288,299.6,6.8,52,1.87,Neutral
1648,42,Male,7845,420.9,8.1,0,2.54,Happy
1317,21,Male,8663,457.5,6.6,29,3.6,Tired
1676,28,Female,18127,900,7.2,60,1.39,Neutral
1224,49,Male,18878,900,4.8,0,3.44,Tired
1818,24,Male,7944,434.2,6.6,25,1.8,Tired
1233,28,Male,13302,824.5,8.4,52,2.71,Tired
1683,45,Male,11180,701.5,5,35,2.79,Neutral
1663,58,Male,1207,180.8,8.2,43,2.63,Tired
1974,40,Male,2083,229.1,4,79,4.06,Happy
1826,40,Male,19796,900,5.2,30,2.29,Happy
1373,45,Female,4311,387.4,6.5,63,1.35,Happy
1671,43,Female,9588,580.7,7.2,22,2.75,Neutral
1607,42,Female,17592,899,6.1,0,2.38,Happy
1471,46,Female,14444,752.5,6.1,59,2.89,Tired
1232,36,Female,6850,482.9,8.7,38,3.12,Neutral
1691,50,Male,19820,900,8.8,0,2.48,Tired
1112,53,Male,13719,742.4,6.4,72,2.81,Tired
1829,31,Male,17517,867.5,6.4,55,2.6,Tired
1496,31,Male,18022,900,6.6,86,3.75,Happy
1441,52,Female,2228,278.1,10,39,2.24,Happy
1563,47,Male,5019,428.4,7,47,2.02,Neutral
1267,45,Male,10482,614.3,9.4,76,3.12,Neutral
1509,34,Female,15105,858.5,8.1,22,1.85,Happy
1806,20,Male,19580,900,6.8,56,2.77,Happy
1385,33,Male,10895,695.7,6,37,2.38,Tired
1386,47,Female,15135,777.8,8.2,0,2.43,Happy
1112,46,Male,17245,861.7,5.8,24,4.21,Tired
1612,32,Male,11387,699.2,6.4,76,3.36,Happy
1624,42,Male,18359,900,8,0,3.22,Tired
1951,55,Male,15904,834.4,6.6,0,2.87,Happy
1080,59,Male,7121,450.1,6.4,0,2.02,Happy
1698,55,Female,2028,351.6,6.5,41,2.68,Neutral
1112,40,Female,17909,900,6,36,2.91,Neutral
1001,42,Female,3327,327.1,7.7,63,2.64,Tired
1641,59,Female,19930,900,7.1,0,2.57,Neutral
1219,24,Female,18219,894.3,5,41,2.22,Neutral
1565,39,Female,3483,346,6.3,0,2.69,Happy
1854,34,Male,3734,368.7,6.4,20,2.13,Tired
1996,35,Female,10730,586.1,6.4,49,2.99,Neutral
1735,58,Female,11102,581.8,7.9,58,1.09,Neutral
1224,27,Male,8304,536.1,5.9,54,3.45,Happy
1384,27,Male,5049,445.2,10,88,1.58,Happy
1402,24,Female,15947,841.6,9.1,0,1.75,Happy
1637,55,Male,10495,607.3,9.1,30,2.79,Tired
1129,44,Female,1392,199.2,5.4,70,2.88,Happy
1052,50,Male,12776,679.3,4,82,3.95,Tired
1683,18,Female,11867,718.6,6.5,53,2.71,Happy
1729,51,Male,3466,276,7.4,74,2.47,Neutral
1671,21,Male,2225,377.6,6.8,39,2.63,Tired
1709,34,Female,15987,843.7,6.2,77,3.61,Happy
1415,21,Female,1461,179.1,4.4,36,4.2,Happy
1246,43,Female,10993,664.9,6,53,2.37,Neutral
1835,21,Female,12465,721.1,6.6,81,2.88,Neutral
1438,18,Female,17535,879.5,6.3,53,2.45,Neutral
1202,24,Male,11461,705.4,6.2,38,2.43,Happy
1183,47,Female,13366,703.6,5.8,85,3.82,Neutral
1122,26,Female,2785,343,9.5,61,1.85,Neutral
1400,52,Male,7242,487.9,8.1,70,0.87,Tired
1766,25,Male,15312,798.3,8.4,68,2.72,Tired
1293,41,Female,7356,561.4,7.4,48,3.34,Tired
1279,36,Male,19220,900,5,49,2.65,Happy
1836,53,Male,10589,568.2,8.1,44,2.85,Tired
1883,44,Female,2493,318.7,9,87,3.03,Happy
1609,49,Male,18932,900,9.2,81,2.58,Neutral
1197,31,Male,6163,515,7.9,57,2.89,Happy
1981,35,Female,10612,579,7,36,2.88,Happy
1906,45,Female,15297,891.7,7,20,1.13,Neutral
1510,46,Male,6704,514.7,7.8,37,2.58,Tired
1751,33,Male,7688,455.1,4.5,82,1.4,Tired
1143,52,Female,16835,883.8,8,65,2.47,Tired
1608,48,Male,19447,900,6.3,38,2.15,Neutral
1200,21,Male,19404,900,10,69,3.22,Happy
1123,54,Male,11341,688.9,6.5,73,2.67,Neutral
1186,34,Female,8353,655.6,7.3,50,2.83,Neutral
1325,56,Male,10142,673.9,7.2,84,2.37,Neutral
1463,43,Male,16266,858.7,6,65,3.24,Neutral
1348,56,Female,9216,554.6,7.7,0,1.38,Happy
1770,58,Male,16932,893.7,7.5,68,1.87,Tired
1659,21,Male,13017,671.9,8.5,53,3.4,Tired
1763,47,Female,1569,238.9,8.1,48,2.2,Neutral
1954,47,Female,6112,346.4,7.3,25,1,Happy
1931,39,Female,2355,315.9,5.8,20,3.52,Neutral
1402,28,Female,9056,545.4,5.8,74,3.25,Happy
1345,19,Male,17086,900,9.5,46,3,Neutral
1962,29,Male,18214,900,7.1,31,2.57,Tired
1510,47,Female,15220,758.3,10,23,3.66,Tired
1146,53,Female,15498,829.9,5.8,71,3.38,Neutral
1147,35,Male,1834,237.7,10,0,3.58,Tired
1863,43,Female,12308,775.1,5.6,71,2.99,Neutral
1710,24,Male,1969,236.6,6.3,0,2.59,Happy
1819,18,Female,1592,240.2,7.7,47,2.22,Happy
1488,43,Male,1254,199.5,8.5,85,1.61,Happy
1928,40,Female,11306,597.2,8,46,2.85,Happy
1935,43,Female,3661,347.9,4.1,74,2.91,Neutral
1639,23,Male,16309,790.1,6.1,73,2.26,Tired
1550,23,Female,9794,582.4,5.3,65,2.93,Happy
1337,25,Male,19223,900,4.9,55,2.27,Tired
1871,41,Male,6905,455,7,40,3.11,Neutral
1640,39,Male,3431,227.1,3.8,68,1.88,Tired
1778,36,Male,8756,616.9,8.5,0,1.76,Tired
1987,54,Male,6353,467.4,8.1,53,2.33,Tired
1952,35,Female,18349,900,9.4,59,3.08,Neutral
1472,48,Female,2737,297.9,5.4,26,1.69,Neutral
1945,54,Male,17868,900,5.5,71,3.23,Neutral
1150,47,Female,13326,779.9,8.6,68,1.35,Tired
1414,59,Male,13911,808.3,8.7,56,2.33,Happy
1989,50,Female,19411,900,9,81,1.51,Happy
1297,27,Female,6213,379.7,8.7,34,0.67,Tired
1610,54,Female,7227,509.3,7.3,21,2.76,Happy
1262,29,Female,12279,704.5,6.3,0,2.38,Happy
1763,47,Male,16836,846,8.1,0,1.52,Tired
1143,44,Male,9796,551.7,6.3,64,2.14,Neutral
1345,56,Female,17351,900,7.2,87,2.81,Happy
1623,26,Female,18352,900,6.4,0,2.24,Neutral
1571,38,Male,17820,893.3,7.4,65,2.36,Happy
1880,29,Female,11966,762.3,8.9,0,2.22,Tired
1001,46,Male,14967,832.3,6.5,0,2.09,Tired
1896,50,Male,2809,334.1,6.2,86,2.08,Neutral
1303,32,Male,7546,562.8,6.8,23,2.06,Neutral
1253,19,Female,9107,580.8,5.2,44,1.97,Neutral
1651,56,Male,6505,425,8,40,1.79,Neutral
1452,35,Female,6257,430.8,7.2,33,2.23,Tired
1036,20,Male,16051,878.6,6.9,0,2.05,Tired
1159,24,Female,5909,467.6,7.5,67,1.75,Tired
1008,35,Female,15866,857,4.8,70,3.04,Neutral
1232,55,Female,11021,584,9.1,0,3.36,Tired
1098,54,Male,16358,895,6.2,78,2.5,Tired
1658,50,Male,1461,255.2,6.4,0,2.55,Happy
1815,48,Female,16732,899.3,8.3,26,2.02,Happy
1207,28,Female,4233,327.8,7.9,88,3.25,Happy
1130,21,Female,13128,823.4,10,77,3.72,Neutral
1403,35,Male,6202,460.5,5.6,0,2.39,Neutral
1151,21,Male,3939,336.7,5.6,44,2.13,Tired
1053,51,Male,16197,880.2,5.2,61,2.74,Tired
1119,46,Male,14722,831.8,7.2,63,2.59,Neutral
1672,41,Female,13998,791.6,6.6,0,2.15,Happy
1919,39,Female,17472,849.1,6,47,2.83,Tired
1627,19,Male,19047,900,6.9,79,3.16,Happy
1586,23,Male,4301,354.8,5.5,40,1.95,Tired
1624,59,Female,16640,864.8,9.3,68,4.28,Happy
1967,42,Male,17805,801.8,6,75,1.43,Tired
1419,38,Male,17131,862,6.1,76,1.9,Happy
1421,33,Male,5433,393.8,3.4,0,2.66,Happy
1103,48,Male,1265,273.1,4.5,57,4.07,Neutral
1851,31,Male,3850,327.8,6.1,0,2.11,Tired
1253,56,Male,2378,214,6.5,22,1.75,Happy
1226,45,Female,7503,512.3,8.1,62,2.88,Neutral
1111,49,Male,8157,513.8,4.8,54,2.33,Tired
1509,45,Male,11006,603.8,7.7,0,2.97,Neutral
1472,26,Female,1849,278.3,7.9,77,2.45,Happy
1098,39,Female,5814,343.6,8,53,1.9,Tired
1152,49,Female,11000,671,8.6,44,4.14,Happy
1860,22,Male,16288,842.4,5.3,75,0.5,Happy
1913,40,Female,4274,357.6,7.8,51,3.77,Neutral
1895,22,Male,18100,900,9.6,41,3.15,Happy
1877,59,Male,15227,782.3,9.1,0,1.98,Tired
1337,49,Male,18279,900,9.8,40,3.81,Neutral
1705,27,Female,10368,608.2,7.4,40,1.54,Happy
1821,56,Female,12945,878.6,6.1,47,3.21,Happy
1162,32,Female,10968,663.1,3.2,38,1.04,Happy
1719,24,Female,10651,569,5.1,33,1.7,Neutral
1956,46,Female,14903,883.7,6.2,43,1.7,Tired
1680,20,Male,19927,900,6.5,39,1.97,Neutral
1995,36,Male,8771,553.1,5.8,51,2.51,Happy
1160,27,Male,14460,756.5,7.5,71,1.92,Neutral
1579,45,Male,5637,359.2,7.3,0,1.07,Happy
1800,46,Female,13922,778.4,7.1,71,2.82,Neutral
1397,32,Female,9066,528.9,8.2,0,2.53,Happy
1276,52,Male,4553,338.1,6.3,0,2.79,Neutral
1815,23,Female,2349,332.7,8.6,89,2.62,Happy
1915,29,Female,3986,436.7,5.2,34,3.17,Happy
1503,55,Male,12522,677.1,6.5,66,2.45,Neutral
1895,30,Male,3122,365.2,7.5,29,3.21,Neutral
1391,46,Female,14892,806.3,4.1,0,1.96,Happy
1134,36,Female,9689,605.5,6.2,38,2,Tired
1194,20,Male,15062,761.5,8.1,87,3.46,Happy
1400,25,Male,2363,283.9,6.4,41,3.45,Happy
1639,25,Male,17691,852.8,4.3,82,2.9,Tired
1032,37,Female,3751,288.9,5.7,57,1.88,Happy
1687,21,Male,8782,577.2,5,34,1.82,Neutral
1459,38,Male,18648,900,7.7,0,3.43,Neutral
1954,20,Female,13540,695.8,7.2,63,3.39,Tired
1882,25,Female,14223,708.4,4.7,49,2.46,Happy
1469,40,Female,6339,377.9,4.5,43,4.14,Neutral
1374,33,Female,6848,376.1,5.9,0,2.82,Happy
1021,30,Female,17877,900,7,23,1.72,Tired
1749,20,Male,19405,844.8,6,25,2.31,Neutral
1669,26,Male,19131,900,7.5,57,2.5,Tired
1037,31,Female,16861,897.7,7.5,45,2.56,Happy
1229,30,Female,14465,773.6,7.8,0,3.38,Happy
1364,24,Female,4302,375.8,4.9,0,1.83,Happy
1562,32,Female,15437,803.2,6.6,87,1.57,Tired
1437,24,Female,16162,857.7,8.6,88,2.92,Neutral
1775,55,Male,15512,831.2,6,66,2.15,Tired
1282,51,Male,6022,506,5.8,48,4.2,Neutral
1026,58,Male,11471,735.5,6.3,83,3.16,Happy
1225,39,Male,7155,561.3,6.2,31,2.13,Happy
1276,41,Female,6254,410.3,7.2,30,3.35,Tired
1797,54,Male,5354,452,6.1,27,3.01,Neutral
1608,18,Female,3516,365.9,4,79,2.94,Happy
1283,27,Female,16872,842.4,8.8,45,2.41,Happy
1878,33,Female,11156,601.9,7.8,51,2.79,Tired
1959,25,Male,9838,574.7,7.2,58,1.03,Tired
1480,42,Female,13734,696.3,6.9,23,3.42,Neutral
1452,29,Male,12022,611.4,6.5,63,0.5,Happy
1828,42,Male,6208,473.2,5.8,54,2.19,Neutral
1815,34,Female,17578,900,4.2,70,1.38,Neutral
1658,43,Female,14725,790.4,9.4,0,2.15,Neutral
1515,31,Female,10337,659.8,7,0,2.45,Tired
1546,58,Male,11701,658.2,4.6,0,1.66,Neutral
1191,53,Female,11275,692.5,5.5,79,0.56,Neutral
1048,40,Male,7210,451.5,7.5,34,2.64,Neutral
1511,23,Female,12544,664.5,7.4,0,3.96,Tired
1016,22,Female,17327,893.8,5.9,69,2.25,Tired
1171,42,Male,15041,900,5.4,74,3.17,Happy
1219,35,Male,17705,900,6.1,31,3.55,Tired
1157,30,Male,11479,714.1,4.1,69,1.17,Tired
1476,31,Male,12323,624.3,6.3,81,2.18,Neutral
1045,45,Male,13937,764.7,6.3,24,1.61,Happy
1372,35,Male,2702,349.1,9.3,46,1.94,Tired
1517,45,Female,11404,760.4,6.3,0,3.69,Happy
1098,44,Female,1830,189,7.4,54,2.66,Neutral
1891,49,Male,9380,611.7,9.4,32,3.05,Tired
1744,26,Female,1091,296.9,5.4,63,2.47,Neutral
1036,57,Male,4877,417.7,6.1,65,1.65,Neutral
1279,49,Female,11103,576.6,6.2,87,2.97,Happy
1348,37,Female,19720,900,4.5,0,3.38,Tired
1496,45,Male,8676,568.5,6.6,20,2.72,Happy
1301,50,Male,2580,312.1,8.7,30,2.84,Neutral
1180,21,Male,16787,837.2,8.3,69,1.64,Tired
1606,51,Female,10600,583.6,8.8,28,2.99,Neutral
1098,20,Male,16412,879.3,6,57,3.44,Happy
1699,43,Female,1473,225.1,5.3,32,2.78,Happy
1992,25,Male,12624,672.3,10,24,1.24,Neutral
1115,23,Female,17653,899.1,7.3,44,3.64,Happy
